"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"877","2024-03-06 15:17:15 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"878","2024-03-07 05:41:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08976","","1.09060","","","","","","","","",""
"879","2024-03-07 05:41:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.09011","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","209.71"
"880","2024-03-07 05:41:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.09060","","","","","","","","","","","","","","",""
"881","2024-03-07 05:41:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08976","","","","","","","","","","","","","","",""
"882","2024-03-07 05:41:02 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"883","2024-03-07 07:16:00 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08976","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.05000","","208.66"
"884","2024-03-07 07:16:00 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"885","2024-03-07 07:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08947","","1.09055","","","","","","","","",""
"886","2024-03-07 07:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08995","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","208.66"
"887","2024-03-07 07:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.09055","","","","","","","","","","","","","","",""
"888","2024-03-07 07:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08947","","","","","","","","","","","","","","",""
"889","2024-03-07 07:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"890","2024-03-07 07:30:52 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08947","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.44000","","207.22"
"891","2024-03-07 07:30:52 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"892","2024-03-07 07:31:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08915","","1.09027","","","","","","","","",""
"893","2024-03-07 07:31:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08955","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","207.22"
"894","2024-03-07 07:31:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.09027","","","","","","","","","","","","","","",""
"895","2024-03-07 07:31:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08915","","","","","","","","","","","","","","",""
"896","2024-03-07 07:31:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"897","2024-03-07 07:45:39 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08914","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-1.23000","","205.99"
"898","2024-03-07 07:45:39 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"899","2024-03-07 08:51:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.09018","","1.08896","","","","","","","","",""
"900","2024-03-07 08:51:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08962","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","205.99"
"901","2024-03-07 08:51:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08896","","","","","","","","","","","","","","",""
"902","2024-03-07 08:51:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.09018","","","","","","","","","","","","","","",""
"903","2024-03-07 08:51:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"904","2024-03-07 09:50:57 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.09019","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.71000","","204.28"
"905","2024-03-07 09:50:57 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"906","2024-03-07 11:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.09034","","1.08914","","","","","","","","",""
"907","2024-03-07 11:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08983","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","204.28"
"908","2024-03-07 11:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08914","","","","","","","","","","","","","","",""
"909","2024-03-07 11:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.09034","","","","","","","","","","","","","","",""
"910","2024-03-07 11:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"911","2024-03-07 13:15:28 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08911","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","2.16000","","206.44"
"912","2024-03-07 13:15:28 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"913","2024-03-07 14:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.09068","","1.08717","","","","","","","","",""
"914","2024-03-07 14:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08962","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","206.44"
"915","2024-03-07 14:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08717","","","","","","","","","","","","","","",""
"916","2024-03-07 14:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.09068","","","","","","","","","","","","","","",""
"917","2024-03-07 14:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"918","2024-03-07 14:36:00 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.09073","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-3.33000","","203.11"
"919","2024-03-07 14:36:00 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"920","2024-03-07 14:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.09149","","1.08794","","","","","","","","",""
"921","2024-03-07 14:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.09057","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","203.11"
"922","2024-03-07 14:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08794","","","","","","","","","","","","","","",""
"923","2024-03-07 14:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.09149","","","","","","","","","","","","","","",""
"924","2024-03-07 14:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"925","2024-03-07 14:55:38 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.09150","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-2.79000","","200.32"
"926","2024-03-07 14:55:38 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"927","2024-03-08 05:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.09520","","1.09425","","","","","","","","",""
"928","2024-03-08 05:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.09476","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","200.32"
"929","2024-03-08 05:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.09425","","","","","","","","","","","","","","",""
"930","2024-03-08 05:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.09520","","","","","","","","","","","","","","",""
"931","2024-03-08 05:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"932","2024-03-08 07:23:43 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.09425","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.53000","","201.85"
"933","2024-03-08 07:23:43 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"934","2024-03-08 08:46:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.09418","","1.09273","","","","","","","","",""
"935","2024-03-08 08:46:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.09358","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","201.85"
"936","2024-03-08 08:46:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.09273","","","","","","","","","","","","","","",""
"937","2024-03-08 08:46:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.09418","","","","","","","","","","","","","","",""
"938","2024-03-08 08:46:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"939","2024-03-08 09:18:54 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.09273","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","2.55000","","204.40"
"940","2024-03-08 09:18:54 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"941","2024-03-08 11:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.09447","","1.09283","","","","","","","","",""
"942","2024-03-08 11:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.09369","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","204.40"
"943","2024-03-08 11:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.09283","","","","","","","","","","","","","","",""
"944","2024-03-08 11:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.09447","","","","","","","","","","","","","","",""
"945","2024-03-08 11:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"946","2024-03-08 13:27:53 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.09447","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-2.34000","","202.06"
"947","2024-03-08 13:27:53 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
